ID,Kingdom,Phylum,Class,Order,Family Latin,Genum Latin,Species Name English,Species Name Latin,Subspecies Name Latin,Target kind,Breed,FCI classification,Pure breed,Second breed,Number of dogs,Continent,Country,Country Specification,Ref_Abbreviation,Type of source,Year,Human comparison
787,Animalia,Chordata,Aves,Galliformes,,,,,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,Wight 1931,scientific paper,1931,Dogs are better
556,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,California quail,Callipepla californica,,living individuals,Breed not mentioned,not classified,FALSE,,1,North America,USA,,Buss et al. 1958,scientific paper,1958,No comparison
330,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals,Pointing dog undetermined,Pointers and Setters,TRUE,,1,North America,USA,,Bennet&Hendrickson 1938,scientific paper,1938,No comparison
446,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Dietz et al. 2009,scientific paper,2009,No comparison
445,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals and nests,Breed not mentioned,not classified,FALSE,,1,North America,USA,,Evans et al. 2009,scientific paper,2009,No comparison
448,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals and nests,Hound undetermined,Scenthounds,FALSE,,2,North America,USA,,Guthery&Mecozzi 2008,scientific paper,2008,No comparison
447,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Hall&Silvy 2009,scientific paper,2009,No comparison
250,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Kellogg et al. 1982,scientific paper,1982,No comparison
1856,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,Kansas,Robel 1963,scientific paper,1963,No comparison
1858,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,Kansas,Robel 1965,scientific paper,1965,No comparison
1859,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,Kansas,Robel 1969,scientific paper,1969,No comparison
1860,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,Kansas,Robel 1972,conference proceedings,1972,No comparison
1861,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,Kansas,Robel et al. 1974,scientific paper,1974,No comparison
1855,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,Kansas,Robel&Kemp 1997,scientific paper,1997,No comparison
1862,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,Kansas,Robel&Klopfenstein 1985,scientific paper,1985,No comparison
1857,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,Kansas,Robel&Linderman 1966,scientific paper,1966,No comparison
598,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Shupe et al. 1990,scientific paper,1990,No comparison
1689,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,Europe,United Kingdom,,Sisson 1996,book,1996,Dogs are equal
443,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Sisson et al. 2000,conference proceedings,2000,Dogs are equal
1877,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,Florida,Sisson&Terhune 2017,scientific paper,2017,No comparison
451,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Terhune et al. 2006,scientific paper,2006,No comparison
444,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Terhune et al. 2009,scientific paper,2009,No comparison
1002,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Bobwhite,Colinus virginianus,,"nests, dens, clutches, coveys, roosts",Breed not mentioned,not classified,FALSE,,2,North America,USA,,Williams et al. 2004,scientific paper,2004,No comparison
86,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Eastern bobwhite,Colinus virginianus,Colinus virginianus virginianus,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Kozicky et al. 1956,scientific paper,1956,No comparison
1553,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Montezuma quail,Cyrtonyx montezumae,,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Brown 1976,scientific paper,1976,No comparison
1729,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Montezuma quail,Cyrtonyx montezumae,,living individuals,English Pointer,Pointers and Setters,TRUE,,2,North America,USA,Arizona,Chavarria 2013,scientific paper,2013,No comparison
1728,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Montezuma quail,Cyrtonyx montezumae,,living individuals,German Short-Haired Pointer,Pointers and Setters,TRUE,,4,North America,USA,Arizona,Chavarria 2013,scientific paper,2013,No comparison
1727,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Montezuma quail,Cyrtonyx montezumae,,living individuals,Brittany Spaniel,Pointers and Setters,TRUE,,2,North America,USA,Arizona,Chavarria 2013,scientific paper,2013,No comparison
1731,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Montezuma quail,Cyrtonyx montezumae,,living individuals,German Short-Haired Pointer,Pointers and Setters,TRUE,,1,North America,USA,Arizona,Chavarria et al. 2017,scientific paper,2017,No comparison
1730,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Montezuma quail,Cyrtonyx montezumae,,living individuals,English Pointer,Pointers and Setters,TRUE,,2,North America,USA,Arizona,Chavarria et al. 2017,scientific paper,2017,No comparison
1765,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Montezuma quail,Cyrtonyx montezumae,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,Texas,Greene 2011,scientific paper,2011,No comparison
1772,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Montezuma quail,Cyrtonyx montezumae,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,"Chihuahuan Desert, Texas",Hernandez 2006,scientific paper,2006,No comparison
1552,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Montezuma quail,Cyrtonyx montezumae,,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Holdermann 1992,scientific paper,1992,No comparison
1714,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Mearns`s quail,Cyrtonyx montezumae,Cyrtonyx montezumae mearnsi,living individuals,Brittany Spaniel,Pointers and Setters,TRUE,,1,North America,USA,Arizona,Bishop 1964,scientific paper,1964,No comparison
1717,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Mearns`s quail,Cyrtonyx montezumae,Cyrtonyx montezumae mearnsi,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,Arizona,Bristow&Ockenfels 2000,scientific paper,2000,No comparison
1944,Animalia,Chordata,Aves,Galliformes,Phasianidae,,,,,living individuals,English Pointer,Pointers and Setters,FALSE,,1,Europe,Sweden,,Böcker et al. 2018,conference proceedings,2018,Dogs are better
2544,Animalia,Chordata,Aves,Galliformes,Phasianidae,,,,,"scat, urine, saliva, glandular secretion",German Short-Haired Pointer,Pointers and Setters,TRUE,,1,Europe,Germany,,Schenkenberger 2020,popular science magazine,2020,No comparison
1945,Animalia,Chordata,Aves,Galliformes,Phasianidae,,,,,living individuals,English Pointer,Pointers and Setters,FALSE,,1,Europe,Sweden,,Taubmann et al. 2017,conference proceedings,2017,Dogs are better
1618,Animalia,Chordata,Aves,Galliformes,Phasianidae,,,,,living individuals,Vizsla,Pointers and Setters,TRUE,,1,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
1617,Animalia,Chordata,Aves,Galliformes,Phasianidae,,,,,living individuals,German Short-Haired Pointer,Pointers and Setters,TRUE,,1,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
1916,Animalia,Chordata,Aves,Galliformes,Phasianidae,,,,,living individuals,Gordon Setter,Pointers and Setters,TRUE,,1,North America,USA,,Wight 1930,scientific paper,1930,No comparison
1470,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Rock partridge,Alectoris graeca,,living individuals and nests,Breed not mentioned,not classified,FALSE,,1,Europe,France,,Coussoulet 2016,scientific paper,2016,No comparison
1645,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Central rock partridge,Alectoris graeca,Alectoris graeca saxatilis,living individuals and nests,Breed not mentioned,not classified,FALSE,,1,Europe,France,,Léonard 1992,scientific paper,1992,Dogs are better
1422,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Central rock partridge,Alectoris graeca,Alectoris graeca saxatilis,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,16,Europe,Italy,,Maurino et al. 2013,scientific paper,2013,Mixed results
1688,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Red-legged partridge,Alectoris rufa,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,Europe,United Kingdom,,Aebischer&Baines 2008,scientific paper,2008,No comparison
1638,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,Breed not mentioned,not classified,FALSE,,13,North America,Canada,,Bendell 2013,book,2013,Dogs are better
1635,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,English Pointer,Pointers and Setters,TRUE,,1,North America,Canada,,Bendell 2013,book,2013,Dogs are better
1632,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,Brittany Spaniel,Pointers and Setters,TRUE,,1,North America,Canada,,Bendell 2013,book,2013,Dogs are better
545,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,Berner&Gysel 1969,scientific paper,1969,No comparison
801,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,Bump et al. 1947,book,1947,Mixed results
800,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,German Short-Haired Pointer,Pointers and Setters,TRUE,,1,North America,USA,,Bump et al. 1947,book,1947,Mixed results
2336,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,Llewellin setter,not classified,TRUE,,2,North America,USA,Utah,Farnsworth 2020,scientific paper,2020,No comparison
2330,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,German Wire-Haired Pointer,Pointers and Setters,TRUE,,2,North America,USA,Utah,Farnsworth 2020,scientific paper,2020,No comparison
2328,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,German Short-Haired Pointer,Pointers and Setters,TRUE,,2,North America,USA,Utah,Farnsworth 2020,scientific paper,2020,No comparison
2332,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,Brittany Spaniel,Pointers and Setters,TRUE,,2,North America,USA,Utah,Farnsworth 2020,scientific paper,2020,No comparison
2334,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,North America,USA,Utah,Farnsworth 2020,scientific paper,2020,No comparison
812,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,Breed not mentioned,not classified,FALSE,,1,North America,Canada,,Martin et al. 2001,scientific paper,2001,No comparison
1548,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,living individuals,Weimaraner,Pointers and Setters,TRUE,,1,North America,USA,,Zwickel 2013,book,2013,Dogs are better
581,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Idaho ruffed grouse,Bonasa umbellus,Bonasa umbellus phaios,living individuals,Breed not mentioned,not classified,FALSE,,1,North America,USA,,Marshall 1946,scientific paper,1946,No comparison
569,Animalia,Chordata,Aves,Galliformes,Phasianidae,Canachites,Franklin's spruce grouse,Falcipennis canadensis,Falcipennis canadensis franklinii,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,Canada,,Herzog&Boag 1978,scientific paper,1978,No comparison
570,Animalia,Chordata,Aves,Galliformes,Phasianidae,Canachites,Franklin's spruce grouse,Falcipennis canadensis,Falcipennis canadensis franklinii,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,Canada,,Herzog&Keppie 1980,scientific paper,1980,No comparison
1787,Animalia,Chordata,Aves,Galliformes,Phasianidae,Canachites,Franklin's spruce grouse,Falcipennis canadensis,Falcipennis canadensis franklinii,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,Canada,Alberta,Keppie 1979,scientific paper,1979,No comparison
1788,Animalia,Chordata,Aves,Galliformes,Phasianidae,Canachites,Franklin's spruce grouse,Falcipennis canadensis,Falcipennis canadensis franklinii,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,Canada,Alberta,Keppie 1982,scientific paper,1982,No comparison
1786,Animalia,Chordata,Aves,Galliformes,Phasianidae,Canachites,Franklin's spruce grouse,Falcipennis canadensis,Falcipennis canadensis franklinii,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,Canada,Alberta,Keppie&Herzog 1978,scientific paper,1978,Dogs are better
562,Animalia,Chordata,Aves,Galliformes,Phasianidae,Centrocercus,Greater sage-grouse,Centrocercus urophasianus,,living individuals and nests,Breed not mentioned,not classified,FALSE,,1,North America,USA,,Authenrieth 1981,book,1981,No comparison
553,Animalia,Chordata,Aves,Galliformes,Phasianidae,Centrocercus,Greater sage-grouse,Centrocercus urophasianus,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,Connelly et al. 2000,scientific paper,2000,No comparison
552,Animalia,Chordata,Aves,Galliformes,Phasianidae,Centrocercus,Greater sage-grouse,Centrocercus urophasianus,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Connelly et al. 2003,scientific paper,2003,Dogs are better
554,Animalia,Chordata,Aves,Galliformes,Phasianidae,Centrocercus,Greater sage-grouse,Centrocercus urophasianus,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,5,North America,USA,,Dahlgren 2009,scientific paper,2009,Dogs are better
558,Animalia,Chordata,Aves,Galliformes,Phasianidae,Centrocercus,Greater sage-grouse,Centrocercus urophasianus,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Dahlgren et al. 2006,scientific paper,2006,No comparison
